Name,US dollar,Euro,Japanese yen,Pound Sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Russian ruble,South African rand,Australian dollar
8/18/1999,261.30,248.50,"29,307.40",163.10,387.40,397.80,"11,347.60","2,162.90",114.90,979.90,"1,920,555.00",959.40,"10,035.20","3,647,486.70",891.80,"314,330.80","6,467.20","1,600.30",404.30
8/19/1999,258.00,242.80,"28,699.90",159.60,385.40,388.30,"11,219.80","2,135.50",113.40,967.60,"1,935,000.00",947.40,"9,900.80","3,601,422.00",881.00,"309,380.70","6,377.80","1,577.80",405.40
8/20/1999,258.30,242.30,"28,787.10",160.00,386.20,386.70,"11,253.20","2,137.60",113.10,968.50,"1,925,253.80",948.30,"9,897.40","3,604,911.80",883.20,"310,055.00","6,436.90","1,577.60",404.70
8/23/1999,255.90,243.60,"28,591.70",159.60,383.40,389.90,"11,135.80","2,118.10",113.00,959.80,"1,938,442.50",939.50,"9,801.00","3,572,108.10",873.90,"306,376.30","6,378.30","1,556.40",402.50
8/24/1999,253.40,240.70,"28,129.90",158.90,378.90,385.60,"11,026.70","2,097.40",112.20,950.40,"1,962,583.00",930.50,"9,715.40","3,537,210.60",865.30,"303,737.90","6,285.60","1,544.00",398.40
8/25/1999,252.90,242.40,"28,038.50",159.40,378.00,388.40,"11,015.40","2,092.90",112.50,948.20,"1,921,660.00",928.70,"9,691.70","3,529,786.00",863.40,"301,270.80","6,289.60","1,545.70",399.40
8/26/1999,253.20,242.40,"28,236.40",159.40,380.20,388.20,"11,015.80","2,095.40",112.70,949.50,"1,955,583.80",929.40,"9,700.70","3,533,720.90",865.20,"301,451.00","6,283.20","1,541.30",401.40
8/27/1999,253.80,242.70,"28,319.00",159.90,378.30,388.60,"11,049.20","2,100.80",113.60,951.80,"1,931,418.00",932.20,"9,712.90","3,543,555.60",870.50,"300,118.50","6,296.80","1,546.00",401.40
8/30/1999,253.80,242.70,"28,319.00",159.90,378.30,388.60,"11,049.20","2,100.80",113.60,951.80,"1,931,418.00",932.20,"9,712.90","3,543,555.60",870.50,"300,118.50","6,296.80","1,546.00",401.40
8/31/1999,254.80,240.60,"27,867.50",158.30,381.00,384.90,"11,087.00","2,109.00",113.70,955.60,"1,952,532.40",935.90,"9,762.70","3,557,517.60",871.30,"300,791.40","6,391.70","1,551.30",398.30
1/9/1999,254.70,240.70,"27,846.40",158.80,378.70,385.40,"11,083.90","2,108.20",113.50,955.20,"1,967,557.50",935.50,"9,891.30","3,556,121.40",869.20,"301,755.80","6,533.10","1,539.10",398.90
2/9/1999,254.20,237.80,"27,733.20",158.20,379.90,379.50,"11,045.00","2,104.10",112.90,953.40,"1,985,302.00",933.30,"9,869.30","3,549,140.40",873.50,"302,574.30","6,550.70","1,535.80",396.60
3/9/1999,254.40,239.70,"27,996.70",158.60,379.40,383.20,"11,064.50","2,105.80",113.80,954.20,"2,002,128.00",934.10,"9,874.50","3,551,932.80",874.20,"302,875.90","6,587.70","1,529.80",393.20
6/9/1999,254.60,240.40,"27,896.50",158.40,379.40,384.10,"11,068.70","2,107.50",114.10,954.90,"2,058,441.00",935.20,"9,859.40","3,554,979.80",872.00,"303,610.50","6,577.60","1,533.30",394.80
7/9/1999,255.60,241.60,"28,363.90",159.10,381.40,386.40,"11,120.50","2,115.80",114.80,958.60,"2,120,968.80",938.80,"9,946.70","3,569,454.00",873.50,"305,058.60","6,583.00","1,547.90",395.10
8/9/1999,256.20,242.10,"28,414.70",158.10,381.00,387.40,"11,151.50","2,120.30",115.10,960.70,"2,238,751.00",940.80,"10,155.10","3,577,390.90",874.70,"305,971.20","6,592.70","1,557.00",395.00
9/9/1999,256.90,243.60,"27,665.60",157.40,380.40,390.00,"11,190.60","2,126.50",115.70,963.50,"2,204,202.00",943.60,"10,141.10","3,587,865.40",877.30,"305,839.50","6,619.00","1,561.20",393.40
10/9/1999,256.00,245.90,"27,886.10",158.10,377.40,395.20,"11,141.10","2,119.00",116.20,960.10,"2,099,200.00",940.30,"10,095.40","3,576,320.00",880.00,"304,896.00","6,595.80","1,552.10",392.70
9/13/1999,256.30,246.30,"27,283.10",159.40,376.50,395.30,"11,163.20","2,121.50",117.00,961.20,"2,018,362.50",941.40,"10,077.70","3,581,023.60",874.70,"305,125.20","6,624.10","1,555.10",390.30
9/14/1999,256.80,248.40,"27,082.00",160.00,378.50,398.00,"11,182.10","2,125.30",117.20,962.90,"2,041,162.50",943.00,"10,150.60","3,587,054.30",876.20,"306,379.80","6,548.40","1,559.90",392.30
9/15/1999,257.20,247.40,"26,851.60",159.60,379.60,397.00,"11,201.20","2,128.70",117.80,964.40,"2,073,914.80",944.50,"10,148.40","3,593,414.10",878.50,"306,394.20","6,550.90","1,574.60",396.40
9/16/1999,255.90,245.80,"26,887.40",157.50,377.50,394.10,"11,149.60","2,118.30",117.20,959.70,"2,081,746.50",939.90,"10,216.80","3,576,458.40",873.90,"306,696.20","6,516.50","1,567.90",396.20
9/17/1999,255.10,245.20,"27,270.20",157.20,375.40,393.60,"11,107.10","2,111.50",117.20,956.80,"2,103,299.50",937.00,"10,210.40","3,564,512.30",871.10,"306,885.30","6,524.20","1,554.70",393.70
9/20/1999,255.40,245.90,"27,223.10",157.50,377.50,395.00,"11,127.80","2,114.10",117.60,957.90,"2,117,266.00",938.10,"10,209.60","3,571,258.20",871.60,"306,607.70","6,496.10","1,554.50",397.70
9/21/1999,258.90,247.60,"27,140.40",158.60,381.30,396.30,"11,280.70","2,142.60",119.00,970.80,"2,150,525.80",950.80,"10,414.80","3,618,981.90",883.90,"311,267.10","6,568.30","1,569.20",400.20
9/22/1999,263.40,251.70,"27,464.70",161.00,386.60,405.00,"11,483.80","2,180.40",121.10,987.80,"2,203,341.00",967.50,"10,661.10","3,683,649.00",899.90,"318,055.50","6,689.00","1,597.80",404.30
9/23/1999,264.40,254.20,"27,577.00",161.40,389.60,407.40,"11,526.30","2,188.20",122.10,991.40,"2,313,062.50",971.00,"10,909.70","3,699,842.60",902.70,"319,334.80","6,697.30","1,596.00",406.70
9/24/1999,270.00,258.60,"28,134.00",164.50,398.00,414.30,"11,773.00","2,234.90",125.00,"1,012.60","2,305,260.00",991.70,"11,074.10","3,778,380.00",922.00,"326,970.00","6,852.60","1,628.40",413.70
9/27/1999,281.10,268.70,"29,768.50",170.70,413.60,430.90,"12,258.80","2,326.80",130.40,"1,054.20","2,349,996.00","1,032.50","11,454.80","3,933,713.40",959.90,"340,271.60","7,097.80","1,690.10",430.20
9/28/1999,301.50,286.40,"31,983.10",182.70,441.10,458.60,"13,148.40","2,495.70",139.60,"1,130.70","2,558,227.50","1,107.40","12,557.50","4,219,191.00","1,028.90","367,076.30","7,596.30","1,800.00",460.70
9/29/1999,307.00,288.60,"32,787.60",186.70,449.40,461.80,"13,394.40","2,541.20",142.00,"1,151.30","2,578,800.00","1,127.60","12,679.10","4,296,158.00","1,048.30","373,772.50","7,710.30","1,844.10",469.80
9/30/1999,299.00,280.30,"31,822.60",181.60,439.00,448.20,"13,044.60","2,475.10",138.00,"1,121.30","2,489,175.00","1,098.30","12,279.90","4,184,206.00","1,020.40","363,733.50","7,545.30","1,794.00",457.90
1/10/1999,307.50,286.60,"32,284.40",185.70,452.90,456.00,"13,413.20","2,545.40",142.00,"1,153.20","2,460,000.00","1,129.50","12,472.20","4,303,462.50","1,049.20","373,766.30","7,844.30","1,847.30",469.80
4/10/1999,312.80,292.00,"33,126.50",188.90,459.70,464.80,"13,642.20","2,588.90",144.80,"1,173.00","2,455,087.50","1,148.80","12,641.40","4,377,249.00","1,067.30","379,209.40","8,067.40","1,873.00",472.20
5/10/1999,325.50,304.40,"34,789.40",196.90,477.80,484.70,"14,203.20","2,694.40",150.90,"1,220.80","2,526,856.50","1,195.50","12,920.70","4,556,023.50","1,110.10","392,715.80","8,412.60","1,947.30",491.00
6/10/1999,318.30,297.80,"34,246.90",192.20,467.50,473.90,"13,869.30","2,634.40",147.60,"1,193.60","2,464,846.30","1,169.00","12,459.50","4,454,863.50","1,085.40","383,013.90","8,206.10","1,926.20",481.30
7/10/1999,323.50,302.00,"34,779.50",195.80,475.40,481.20,"14,092.00","2,677.90",150.10,"1,213.30","2,516,830.00","1,188.20","12,875.30","4,528,353.00","1,104.70","389,008.80","8,344.70","1,956.30",489.40
8/10/1999,323.30,304.60,"34,720.30",195.80,476.40,486.30,"14,046.80","2,675.90",151.50,"1,212.40","2,501,308.50","1,187.30","13,027.00","4,524,853.50","1,103.80","389,031.40","8,338.20","1,953.70",494.20
11/10/1999,317.80,298.80,"33,913.50",192.40,468.10,477.80,"13,780.80","2,630.30",148.90,"1,191.70","2,478,450.00","1,167.10","12,689.40","4,448,182.30","1,085.50","382,777.50","8,196.40","1,926.80",485.60
12/10/1999,320.30,297.90,"34,052.20",193.30,472.20,480.80,"13,922.90","2,650.80",149.80,"1,201.10","2,502,753.80","1,176.30","12,640.30","4,483,500.00","1,093.60","385,677.10","8,257.70","1,944.90",488.90
10/13/1999,321.80,298.50,"34,321.10",194.50,477.30,474.90,"13,986.50","2,663.40",150.30,"1,206.80","2,636,741.30","1,181.80","12,767.00","4,505,465.30","1,098.70","387,509.30","8,260.90","1,970.50",497.30
10/14/1999,321.00,297.80,"34,372.70",193.00,475.30,473.60,"13,947.50","2,657.10",150.10,"1,203.90","2,588,865.00","1,179.00","12,629.80","4,494,963.00","1,096.20","387,527.30","8,272.20","1,962.00",493.40
10/15/1999,315.80,290.80,"33,377.90",189.40,469.20,461.90,"13,722.80","2,613.60",147.60,"1,184.30","2,498,529.80","1,159.80","12,374.20","4,421,131.50","1,078.20","380,478.80","8,195.30","1,935.70",488.30
10/18/1999,311.80,287.40,"32,721.30",186.70,466.10,456.20,"13,528.40","2,580.50",146.30,"1,169.20","2,447,237.50","1,145.10","12,356.20","4,365,123.50","1,069.20","375,191.10","8,054.10","1,919.00",483.90
10/19/1999,309.50,285.80,"32,599.60",185.20,461.00,454.40,"13,437.70","2,561.80",145.50,"1,160.80","2,369,222.50","1,136.80","12,217.50","4,334,547.50","1,057.20","373,102.30","7,997.50","1,898.80",477.00
10/20/1999,307.00,285.40,"32,717.00",184.40,457.30,454.50,"13,326.90","2,541.20",144.80,"1,151.40","2,287,150.00","1,127.60","12,068.20","4,300,149.00","1,047.20","369,781.50","7,926.70","1,879.00",475.20
10/21/1999,302.90,280.20,"32,144.50",180.60,449.70,446.10,"13,152.00","2,506.80",143.10,"1,135.80","2,119,950.00","1,112.40","11,855.10","4,241,717.10","1,034.20","365,085.70","7,810.50","1,862.20",467.20
10/22/1999,302.40,283.50,"32,003.00",182.40,446.20,453.50,"13,124.20","2,503.10",143.80,"1,134.10","2,079,000.00","1,110.80","11,840.50","4,235,716.80","1,032.60","364,467.60","7,794.40","1,855.20",464.90
10/25/1999,302.00,282.80,"31,803.60",181.60,444.90,451.90,"13,101.50","2,499.70",143.90,"1,132.60","2,091,350.00","1,109.30","11,762.90","4,230,416.00","1,031.30","363,910.00","7,756.90","1,852.40",463.70
10/26/1999,296.40,280.10,"31,089.40",179.40,436.50,448.20,"12,872.70","2,453.40",142.00,"1,111.60","2,017,002.00","1,088.70","11,460.30","4,152,564.00","1,012.20","356,717.40","7,623.40","1,826.40",455.50
10/27/1999,290.60,275.70,"30,207.90",176.30,427.10,441.10,"12,603.30","2,405.40",140.50,"1,089.80","1,997,875.00","1,067.40","11,301.40","4,071,306.00",992.30,"348,865.30","7,577.40","1,788.20",451.60
10/28/1999,296.30,281.70,"31,138.80",181.10,436.10,451.60,"12,854.70","2,452.20",142.40,"1,111.00","2,057,456.30","1,088.10","11,494.50","4,150,166.30","1,012.30","355,351.90","7,763.20","1,821.60",459.00
10/29/1999,299.10,284.20,"31,154.30",182.00,440.30,456.20,"12,989.90","2,475.90",143.80,"1,121.70","2,045,844.00","1,098.60","11,545.30","4,190,391.00","1,025.90","358,770.50","7,808.00","1,837.50",468.90
1/11/1999,291.40,277.60,"30,323.70",177.60,427.60,445.20,"12,639.10","2,411.80",141.20,"1,092.70","1,972,439.50","1,070.10","11,217.00","4,082,104.90",994.90,"348,454.60","7,634.80","1,791.30",456.50
2/11/1999,290.80,276.20,"30,267.10",176.70,427.20,444.10,"12,627.30","2,406.90",141.30,"1,090.50","1,948,025.00","1,068.00","11,215.70","4,073,698.30",992.60,"347,213.70","7,672.90","1,787.90",453.80
3/11/1999,291.00,277.30,"30,505.50",176.80,427.20,446.10,"12,638.10","2,408.70",141.50,"1,091.40","1,968,615.00","1,068.80","11,266.10","4,077,201.00",993.70,"346,808.00","7,648.90","1,786.90",451.80
4/11/1999,290.60,280.40,"30,422.90",179.00,424.70,452.60,"12,623.70","2,405.60",141.80,"1,089.90","1,963,003.00","1,067.40","11,252.00","4,071,596.60","1,000.00","344,215.70","7,638.40","1,779.00",455.70
5/11/1999,289.70,278.40,"30,847.30",179.00,424.90,449.50,"12,587.80","2,398.10",142.50,"1,086.50","1,984,445.00","1,064.10","11,160.70","4,058,986.70",996.60,"343,729.10","7,611.90","1,770.50",452.90
8/11/1999,288.30,278.20,"30,367.10",178.40,423.90,447.60,"12,521.60","2,386.10",142.10,"1,081.10","1,966,729.80","1,058.70","11,140.90","4,039,247.30",984.30,"341,100.60","7,573.80","1,763.20",452.30
9/11/1999,290.80,279.70,"30,508.40",179.30,428.60,450.10,"12,630.20","2,406.80",142.90,"1,090.50","1,993,091.30","1,068.00","11,298.60","4,073,407.50",993.50,"344,175.30","7,604.60","1,780.40",455.50
10/11/1999,295.80,283.50,"30,908.80",181.90,435.30,455.60,"12,847.40","2,448.30",146.20,"1,109.20","2,057,828.50","1,086.30","11,528.30","4,143,753.30","1,009.90","348,837.10","7,738.30","1,813.50",461.60
11/11/1999,296.00,284.20,"31,038.60",182.30,434.00,457.00,"12,844.90","2,450.40",146.30,"1,110.20","2,110,480.00","1,087.20","11,515.90","4,147,256.00","1,010.80","347,282.00","7,767.80","1,812.60",460.30
12/11/1999,291.30,282.20,"30,636.60",180.30,425.90,453.40,"12,649.00","2,411.00",145.40,"1,092.30","2,052,730.00","1,069.80","11,291.80","4,080,995.00","1,002.20","340,835.30","7,675.90","1,783.00",453.00
11/15/1999,290.90,282.00,"30,512.50",179.50,426.10,452.60,"12,632.00","2,408.10",145.50,"1,091.00","2,008,664.50","1,068.50","11,212.70","4,076,381.70",993.40,"343,552.90","7,639.00","1,788.10",450.30
11/16/1999,294.30,285.30,"31,114.00",182.00,432.20,457.10,"12,774.90","2,435.80",147.30,"1,103.60","2,067,106.30","1,080.80","11,415.40","4,123,031.00","1,005.50","346,626.50","7,743.20","1,809.60",458.40
11/17/1999,293.70,282.00,"30,962.50",180.70,430.90,452.10,"12,745.90","2,430.90",146.80,"1,101.30","2,052,613.50","1,078.60","11,387.80","4,114,330.20","1,003.40","345,678.90","7,750.90","1,805.00",459.20
11/18/1999,293.60,285.00,"31,092.20",181.60,431.70,456.60,"12,748.10","2,430.50",147.80,"1,101.20","2,050,208.80","1,078.40","11,352.00","4,113,923.20","1,004.10","344,539.60","7,758.40","1,802.90",459.80
11/19/1999,293.80,284.80,"31,161.00",181.50,429.50,456.40,"12,744.60","2,431.80",148.30,"1,101.70","2,057,718.80","1,078.90","11,371.10","4,115,437.50","1,004.60","344,759.70","7,768.20","1,802.90",459.40
11/22/1999,294.90,285.70,"30,911.40",182.10,431.20,457.80,"12,801.60","2,441.30",149.20,"1,106.10","2,083,468.50","1,083.20","11,428.90","4,131,843.90","1,008.50","346,065.20","7,825.10","1,810.40",462.70
11/23/1999,297.30,289.40,"30,955.60",183.10,435.50,463.00,"12,905.10","2,460.80",150.90,"1,114.80","2,107,502.50","1,091.80","11,502.10","4,165,364.30","1,016.50","347,633.90","7,866.70","1,821.90",467.30
11/24/1999,297.50,292.60,"31,097.70",185.20,437.40,467.90,"12,920.40","2,462.90",151.80,"1,115.80","2,110,762.50","1,092.80","11,525.20","4,168,867.50","1,017.40","345,546.30","7,864.40","1,819.80",470.40
11/25/1999,298.40,292.50,"31,129.10",184.70,437.80,468.50,"12,949.10","2,470.30",152.40,"1,119.10","2,144,004.00","1,096.00","11,549.60","4,181,479.20","1,021.00","345,621.80","7,909.10","1,827.40",469.30
11/26/1999,296.90,292.10,"30,171.80",184.80,436.00,468.30,"12,893.70","2,457.50",152.90,"1,113.30","2,140,288.50","1,090.30","11,532.60","4,160,055.90","1,015.70","344,242.10","7,863.60","1,818.20",467.60
11/29/1999,292.30,289.40,"29,903.00",182.30,431.40,464.20,"12,682.20","2,419.50",151.10,"1,096.10","2,139,270.00","1,073.40","11,408.00","4,095,591.50",999.40,"338,761.60","7,757.80","1,808.00",458.40
11/30/1999,291.40,289.30,"29,609.90",182.50,429.70,463.70,"12,649.70","2,412.10",151.00,"1,092.70","2,163,273.80","1,070.10","11,377.20","4,083,561.60",995.40,"337,747.50","7,779.10","1,799.80",457.50
1/12/1999,289.20,287.40,"29,606.10",181.00,426.20,460.20,"12,561.70","2,393.80",149.80,"1,084.40","2,105,012.00","1,062.10","11,247.90","4,052,726.40",988.80,"334,618.80","7,716.00","1,779.40",454.50
2/12/1999,286.00,285.00,"29,369.30",178.90,423.50,455.70,"12,425.30","2,367.70",149.00,"1,072.60","2,083,510.00","1,050.50","11,134.00","4,008,576.00",978.10,"328,757.00","7,641.90","1,759.60",451.70
3/12/1999,282.80,282.40,"28,990.40",176.50,418.20,450.50,"12,284.80","2,340.80",148.30,"1,060.50","2,049,937.50","1,038.60","11,018.80","3,963,024.00",967.00,"325,233.20","7,579.10","1,739.80",446.30
6/12/1999,276.10,270.00,"28,465.90",170.50,407.10,431.80,"11,989.30","2,285.80",143.30,"1,035.50","1,971,354.00","1,014.20","10,751.30","3,870,093.70",950.10,"317,542.60","7,413.30","1,698.70",434.30
7/12/1999,279.30,273.20,"28,567.30",172.00,411.90,436.90,"12,147.00","2,311.90",145.30,"1,047.30","2,002,222.50","1,025.70","10,795.80","3,914,247.30",955.00,"317,926.10","7,513.20","1,718.40",438.90
8/12/1999,281.00,273.50,"28,918.20",172.60,415.40,438.00,"12,217.80","2,326.10",146.40,"1,053.70","2,025,649.50","1,032.00","10,827.80","3,937,795.20",960.80,"315,928.30","7,571.60","1,728.80",440.20
9/12/1999,279.00,273.20,"28,611.50",171.60,411.40,436.70,"12,124.60","2,310.00",145.90,"1,046.40","2,015,775.00","1,024.80","10,775.00","3,910,743.00",954.60,"315,130.50","7,489.80","1,715.30",436.10
10/12/1999,280.70,276.60,"28,721.70",173.00,414.90,442.50,"12,202.70","2,323.60",147.50,"1,052.60","2,027,696.30","1,030.90","10,849.90","3,933,871.10",960.20,"317,878.20","7,562.10","1,720.70",440.90
12/13/1999,279.50,276.30,"28,824.80",172.10,413.10,442.50,"12,168.00","2,314.10",147.40,"1,048.30","2,027,772.50","1,026.60","10,783.10","3,918,310.50",955.80,"315,345.90","7,531.10","1,710.80",441.20
12/14/1999,279.30,277.30,"28,924.70",173.20,413.70,443.60,"12,164.10","2,312.00",148.00,"1,047.30","2,014,788.80","1,025.70","10,779.10","3,914,526.50",956.40,"316,529.90","7,507.60","1,712.10",439.50
12/15/1999,280.10,278.20,"28,996.40",174.40,415.00,445.10,"12,199.00","2,318.70",148.80,"1,050.30","1,972,952.30","1,028.60","10,749.70","3,926,301.00",958.20,"317,716.70","7,529.10","1,719.20",440.40
12/16/1999,280.30,276.30,"28,893.30",174.20,414.00,442.90,"12,191.70","2,320.70",148.10,"1,051.30","1,978,918.00","1,029.50","10,648.60","3,930,086.30",960.00,"316,879.20","7,500.80","1,723.00",436.10
12/17/1999,284.20,281.80,"29,344.20",177.10,420.10,451.80,"12,359.00","2,352.60",151.40,"1,065.70","2,010,361.30","1,043.70","10,856.00","3,984,067.20",977.20,"321,203.20","7,611.00","1,744.00",442.10
12/20/1999,284.30,282.10,"29,181.10",177.20,420.50,451.30,"12,374.10","2,353.40",151.90,"1,066.10","2,013,911.30","1,044.10","10,810.00","3,985,469.30",973.50,"322,765.90","7,589.50","1,744.50",443.00
12/21/1999,282.80,280.00,"28,846.20",175.30,417.80,448.10,"12,310.20","2,341.10",151.40,"1,060.50","2,006,111.30","1,038.50","10,734.60","3,964,720.50",968.40,"320,709.20","7,579.10","1,738.30",439.30
12/22/1999,285.80,283.60,"28,992.20",177.90,422.10,453.50,"12,431.60","2,365.90",153.10,"1,071.70","2,018,823.80","1,049.60","10,738.50","4,006,786.50",978.60,"323,326.10","7,646.70","1,758.00",443.80
12/23/1999,287.30,283.20,"29,241.40",177.90,422.00,454.10,"12,513.40","2,378.70",154.50,"1,077.40","2,020,580.90","1,055.30","10,905.90","4,028,520.60",984.60,"324,792.70","7,688.20","1,766.30",444.90
12/24/1999,287.30,283.20,"29,241.40",177.90,422.00,454.10,"12,513.40","2,378.70",154.50,"1,077.40","2,020,580.90","1,055.30","10,905.90","4,028,520.60",984.60,"324,792.70","7,688.20","1,766.30",444.90
12/27/1999,287.30,283.20,"29,241.40",177.90,422.00,454.10,"12,513.40","2,378.70",154.50,"1,077.40","2,020,580.90","1,055.30","10,905.90","4,028,520.60",984.60,"324,792.70","7,688.20","1,766.30",444.90
12/28/1999,287.30,283.20,"29,241.40",177.90,422.00,454.10,"12,513.40","2,378.70",154.50,"1,077.40","2,020,580.90","1,055.30","10,905.90","4,028,520.60",984.60,"324,792.70","7,688.20","1,766.30",444.90
12/29/1999,290.90,289.40,"29,674.70",179.60,422.40,464.70,"12,672.00","2,408.50",157.90,"1,091.00","2,072,662.50","1,068.40","10,908.80","4,080,454.30",996.30,"332,207.80","7,998.30","1,790.80",446.70
12/30/1999,290.30,289.20,"29,756.40",179.80,421.60,464.20,"12,631.00","2,403.10",157.40,"1,088.50","2,046,262.50","1,066.10","10,906.10","4,071,917.30",992.90,"328,795.20","7,996.40","1,786.30",444.20
12/31/1999,290.30,289.20,"29,756.40",179.80,421.60,464.20,"12,631.00","2,403.10",157.40,"1,088.50","2,046,262.50","1,066.10","10,906.10","4,071,917.30",992.90,"328,795.20","7,996.40","1,786.30",444.20
3/1/2000,290.30,289.20,"29,756.40",179.80,421.60,464.20,"12,631.00","2,403.10",157.40,"1,088.50","2,046,262.50","1,066.10","10,906.10","4,071,917.30",992.90,"328,795.20","7,996.40","1,786.30",444.20
4/1/2000,281.50,273.10,"29,022.70",171.80,408.50,438.40,"12,260.00","2,330.80",151.10,"1,055.70","1,985,982.50","1,034.00","10,446.50","3,949,726.50",968.80,"315,913.40","7,741.30","1,712.40",428.80
5/1/2000,280.50,271.10,"29,110.70",170.50,407.10,434.90,"12,204.50","2,322.10",150.50,"1,051.80","2,017,837.80","1,030.10","10,418.70","3,935,835.30",965.20,"318,170.50","7,642.30","1,702.80",427.40
6/1/2000,279.40,271.60,"29,395.70",169.80,407.60,435.90,"12,166.80","2,313.40",149.80,"1,047.90","2,018,665.00","1,026.20","10,499.90","3,921,099.60",961.60,"320,262.30","7,670.90","1,697.30",426.70
7/1/2000,282.10,273.90,"29,679.70",172.20,411.90,440.50,"12,286.90","2,335.60",152.20,"1,058.00","2,020,682.30","1,036.20","10,511.10","3,958,991.40",970.90,"320,888.80","7,745.10","1,707.10",430.60
10/1/2000,281.60,274.40,"29,596.20",171.80,410.10,441.80,"12,255.20","2,331.50",152.20,"1,056.10","2,016,256.00","1,034.40","10,479.70","3,953,100.80",964.80,"319,123.20","7,927.00","1,711.70",429.10
11/1/2000,282.30,273.60,"29,879.00",171.50,411.10,440.70,"12,285.60","2,336.90",152.30,"1,058.50","2,044,901.30","1,036.70","10,614.00","3,962,507.80",967.30,"323,458.50","8,072.40","1,717.60",429.00
12/1/2000,282.30,274.20,"29,907.20",171.40,410.00,441.80,"12,287.80","2,336.90",152.50,"1,058.50","2,035,022.50","1,036.70","10,588.60","3,962,507.80",965.80,"322,964.60","8,114.70","1,712.90",429.00
1/13/2000,282.10,274.80,"29,925.20",171.30,409.00,443.20,"12,290.00","2,335.70",152.80,"1,058.00","2,039,018.80","1,036.20","10,564.70","3,960,401.90",966.80,"320,254.00","8,083.60","1,709.00",422.90
1/14/2000,283.30,279.30,"29,944.80",173.30,411.20,451.00,"12,329.20","2,345.60",154.40,"1,062.50","2,024,178.50","1,040.60","10,616.70","3,977,248.70",970.90,"316,647.20","8,118.00","1,720.10",425.10
1/17/2000,285.40,282.50,"29,941.80",174.90,414.00,456.10,"12,424.10","2,362.50",156.10,"1,070.20","2,067,360.80","1,048.10","10,679.20","4,007,455.40",977.90,"319,734.70","8,179.60","1,732.30",430.00
1/18/2000,285.80,282.40,"30,143.30",174.50,414.60,455.20,"12,463.70","2,366.20",156.30,"1,071.90","2,080,052.40","1,049.70","10,678.90","4,013,203.60",979.40,"321,953.70","8,181.00","1,740.30",429.80
1/19/2000,287.70,284.20,"30,278.00",174.90,417.90,458.80,"12,530.00","2,381.70",157.30,"1,078.80","2,109,912.80","1,056.50","10,758.10","4,038,893.70",985.80,"326,051.30","8,213.90","1,758.50",433.50
1/20/2000,288.10,283.30,"30,380.20",173.90,417.00,456.70,"12,565.10","2,385.30",157.70,"1,080.50","2,100,249.00","1,058.20","10,736.10","4,045,500.20",987.30,"324,256.60","8,225.30","1,758.40",432.20
1/21/2000,287.80,285.20,"30,164.80",174.50,414.00,459.30,"12,537.80","2,382.40",158.10,"1,079.20","2,110,646.30","1,056.90","10,707.20","4,041,161.00",986.10,"324,438.10","8,209.50","1,765.20",434.00
1/24/2000,287.20,286.60,"30,331.20",174.00,414.00,462.40,"12,533.40","2,377.70",158.30,"1,077.10","2,102,304.00","1,054.90","10,688.20","4,033,436.80",983.60,"323,367.10","8,185.90","1,770.60",439.60
1/25/2000,288.00,286.80,"30,539.50",174.60,414.00,462.80,"12,562.60","2,384.20",158.80,"1,080.10","2,111,040.00","1,057.90","10,729.40","4,046,112.00",986.30,"324,642.20","8,219.50","1,773.30",440.20
1/26/2000,285.90,285.70,"30,256.80",174.70,411.40,460.70,"12,466.70","2,366.70",157.80,"1,072.30","2,127,096.00","1,050.10","10,714.10","4,016,609.10",979.80,"322,360.80","8,178.90","1,763.60",438.80
1/27/2000,285.60,288.60,"29,962.80",174.60,409.70,465.60,"12,452.80","2,363.90",158.50,"1,071.00","2,116,782.20","1,048.80","10,703.80","4,012,263.10",978.60,"321,652.10","8,160.30","1,777.10",435.80
1/28/2000,286.80,293.90,"30,676.50",176.50,414.80,473.40,"12,513.80","2,373.80",160.20,"1,075.50","2,131,412.80","1,053.30","10,784.70","4,029,984.50",982.70,"322,286.90","8,211.10","1,821.10",453.90
1/31/2000,283.30,291.60,"30,417.90",175.50,410.90,469.20,"12,371.40","2,345.10",158.20,"1,062.50","2,104,919.00","1,040.60","10,632.30","3,980,931.60",970.30,"318,692.70","8,112.30","1,788.70",446.10
1/2/2000,283.00,291.50,"30,521.60",175.70,409.40,469.30,"12,336.70","2,342.50",158.80,"1,061.40","2,115,425.00","1,039.50","10,608.30","3,976,716.00",968.70,"318,921.20","8,083.90","1,776.50",447.90
2/2/2000,285.60,292.60,"30,941.90",177.60,411.90,471.30,"12,455.00","2,364.00",160.30,"1,071.10","2,174,844.00","1,049.00","10,754.30","4,014,679.20",978.80,"322,870.80","8,201.00","1,796.80",449.60
3/2/2000,285.10,288.10,"30,679.90",178.60,410.60,463.20,"12,439.20","2,359.70",160.10,"1,069.10","2,160,108.90","1,047.10","10,700.80","4,006,947.90",975.80,"322,106.50","8,205.90","1,781.30",447.00
4/2/2000,293.70,300.40,"31,523.30",184.60,424.90,482.70,"12,813.40","2,431.10",164.90,"1,101.30","2,217,057.50","1,078.60","11,025.10","4,127,838.10","1,006.30","331,677.70","8,454.20","1,847.40",463.70
